song|artist|album|genre|filePath
Fever|Ray Charles and Natalie Cole|Genius Loves Company|Blues|/mnt/PiNAS/music/malendragem/Ray Charles and Natalie Cole/Genius Loves Company/Genius Loves Company - Ray Charles & Natalie Cole - 05 - Fever.mp3
Crazy Love|Ray Charles and Van Morrison|Genius Loves Company|Blues|/mnt/PiNAS/music/malendragem/Ray Charles and Van Morrison/Genius Loves Company/Genius Loves Company - Crazy Love 1.mp3
Kut It|Red Eye|Cream Live Paul Oakenfold and |Dance|/mnt/PiNAS/music/malendragem/Red Eye/Cream Live Paul Oakenfold and Justin Rob/Cream Live Paul Oakenfold & Justin Robertson - Red Eye - 03 - Kut It.mp3
Battle Hymn of the Republic|Red Nichols and His 5 Pennies,|Five Pennies, The|Soundtrack|/mnt/PiNAS/music/malendragem/Red Nichols and His 5 Pennies, Louis Arm/Five Pennies, The/louis armstrong - Battle Hymn of the Republic.mp3
We An Come Down|Reggae Cowboys|2002 Roots and New|Blues|/mnt/PiNAS/music/malendragem/Reggae Cowboys/2002 Roots and New/2002 Roots & New - We An Come Down - 07 - We An Come Down.mp3
Happiness|Regurgitator|100% Hits - the Best of 1999 (|Rock|/mnt/PiNAS/music/malendragem/Regurgitator/100% Hits - the Best of 1999 (Disc 1)/100% Hits - The Best of 1999 (Disc 1) - 19 - Regurgitator - Happiness.mp3
Buscando La Paz|Ricardo Pla Y Sus Estrellas La|More I Love Salsa|Other|/mnt/PiNAS/music/malendragem/Ricardo Pla Y Sus Estrellas Latinas/More I Love Salsa/More I Love Salsa - Buscando La Paz.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Richard Bona (Cameroon)/Salsa Around the World/Salsa Around the World - Richard Bona (Cameroon) - 10 - Te Dikalo.mp3
Ramble|Rico|Countryman (Ost)|Other|/mnt/PiNAS/music/malendragem/Rico/Countryman (Ost)/Countryman - Rico - 06 - Ramble.mp3
Flight of the Bumblebee|Rimsky-Korsakov|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Rimsky-Korsakov/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 7) - 09 - Rimsky-Korsakov - Flight of the Bumblebee.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Rio Rhythm Band/Journeys By DJ (Volume 1)/Journeys By DJ (Volume 1) - Rio Rhythm Band - 11 - Carnival De Casa.mp3
Bye and Bye|Rising Sons, The|All Blues|Blues|/mnt/PiNAS/music/malendragem/Rising Sons, The/All Blues/All Blues - Bye and Bye 1.mp3
It Takes Two|Rob Base and Dj Ez Rock|Essential R and B|Other|/mnt/PiNAS/music/malendragem/Rob Base and Dj Ez Rock/Essential R and B/Essential R & B - Rob Base & DJ EZ Rock - 16 - It Takes Two.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 01 - Old Before I Die.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 02 - Lazy Days.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 04 - Let Me Entertain You.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 05 - Millennium.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 07 - Strong.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 08 - She's the One.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 09 - Rock DJ.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 11 - Supreme.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 13 - Eternity.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 16 - Come Undone.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 18 - Radio.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Robbie Williams/Greatest Hits/Greatest Hits - Robbie Williams - 19 - Misunderstood.mp3
Hellhound On My Trail|Robert Johnson|All Blues|Blues|/mnt/PiNAS/music/malendragem/Robert Johnson/All Blues/All Blues - Robert Johnson - 03 - Hellhound On My Trail.mp3
Children|Robert Miles|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/Robert Miles/Friday Night Fever/Friday Night Fever - Children 1.mp3
Bad Case Of Loving You (Doctor|Robert Palmer|Top Gear (Disc 2)|Rock|/mnt/PiNAS/music/malendragem/Robert Palmer/Top Gear (Disc 2)/Top Gear (Disc 2) - 04 - Robert Palmer - Bad Case Of Loving You (Doctor, Doctor).mp3
Show Me Love|Robyn|Drop Dead Gorgeous 2|Pop|/mnt/PiNAS/music/malendragem/Robyn/Drop Dead Gorgeous 2/Drop Dead Gorgeous 2 - Robyn - 15 - Show Me Love.mp3
Maggie May|Rod Stewart|Top Gear (Disc 1)|Rock|/mnt/PiNAS/music/malendragem/Rod Stewart/Top Gear (Disc 1)/Top Gear (Disc 1) - 12 - Rod Stewart - Maggie May.mp3
Guitar Concerto - 2nd Movement|Rodrigo|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Rodrigo/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 2) - 09 - Rodrigo - Guitar Concerto - 2nd Movement (extrac.mp3
It's Allright Ma (I'm Only Ble|Roger Mcguinn|Easy Rider (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Roger Mcguinn/Easy Rider (Ost)/Easy Rider (OST) - Roger McGuinn - 09 - It's Allright Ma (I'm Only Bleeding).mp3
Ballard Of Easy Rider|Roger Mcguinn|Easy Rider (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Roger Mcguinn/Easy Rider (Ost)/Easy Rider (OST) - Roger McGuinn - 10 - Ballard Of Easy Rider.mp3
Mounaissa|Rokia Traore|African Blues|Blues|/mnt/PiNAS/music/malendragem/Rokia Traore/African Blues/African Blues - Rokia Traore - 02 - Mounaissa.mp3
Can't You Hear Me Knocking|Rolling Stones, The|Blow (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Rolling Stones, The/Blow (Ost)/Blow (OST) - The Rolling Stones - 01 - Can't You Hear Me Knocking.mp3
Walk Right In|Rooftop Singers, The|Forrest Gump (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Rooftop Singers, The/Forrest Gump (Ost)/Forrest Gump (OST) - The Rooftop Singers - 04 - Walk Right In.mp3
100% Dundee|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - 100% Dundee.mp3
3rd Acts: ? Vs. Scratch 2... E|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - 3rd Acts- - Vs. Scratch 2... Electric Boogaloo.mp3
Act Fore... The End?|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Act Fore... The End-.mp3
Act Too (The Love Of My Life)|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Act Too (The Love Of My Life).mp3
Act Won... Things Fall Apart|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Act Won... Things Fall Apart.mp3
Adrenaline|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Adrenaline.mp3
Ain't Sayin' Nothin' New|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Ain't Sayin' Nothin' New.mp3
Diedre Vs. Dice|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Diedre Vs. Dice.mp3
Don't See Us|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Don't See Us.mp3
Double Trouble|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Double Trouble.mp3
Dynamite!|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Dynamite!.mp3
Step Into The Realm|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Step Into The Realm.mp3
Table Of Contents (Part 1 & 2)|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Table Of Contents (Part 1 & 2).mp3
The Next Movement|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - The Next Movement.mp3
The Return To Innocence Lost|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - The Return To Innocence Lost.mp3
The Spark|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - The Spark.mp3
Without A Doubt|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - Without A Doubt.mp3
You Got Me|Roots, The|Things Fall Apart|Other|/mnt/PiNAS/music/malendragem/Roots, The/Things Fall Apart/The Roots - You Got Me.mp3
William Tell: Finale (extract)|Rossini|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Rossini/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 1) - 09 - Rossini - William Tell Finale (extract).mp3
The Barber of Seville: Largo a|Rossini|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Rossini/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 7) - 06 - Rossini - The Barber of Seville Largo al Factotu.mp3
(A Clockwork Orange) Overture |Rossini|Classics At the Movies (Disc 2|Classical|/mnt/PiNAS/music/malendragem/Rossini/Classics At the Movies (Disc 2)/Classics At The Movies (Disc 2) - 14 - Rossini - (A Clockwork Orange) Overture To William Tell.mp3
(Prizzi's Honor) Overture To "|Rossini|Classics At the Movies (Disc 3|Classical|/mnt/PiNAS/music/malendragem/Rossini/Classics At the Movies (Disc 3)/Classics At The Movies (Disc 3) - 05 - Rossini - (Prizzi's Honor) Overture To The Barber Of Seville.mp3
Avalon|Roxy Music|Best Chill Out Album Ever 2, T|Ambient|/mnt/PiNAS/music/malendragem/Roxy Music/Best Chill Out Album Ever 2, The/The Best Chill Out Album Ever 2 - Roxy Music - 06 - Avalon.mp3
Street Life|Roxy Music|Best Rock Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Roxy Music/Best Rock Album In the World...Ever! II/The Best Rock Album in The World...Ever! II (Disc 2) - 04 - Roxy Music - Street Life.mp3
Information Blues|Roy Milton|Boom Boom|Blues|/mnt/PiNAS/music/malendragem/Roy Milton/Boom Boom/Boom Boom - Information Blues 1.mp3
Early In The Morning|Roy Milton|Dust My Broom|Blues|/mnt/PiNAS/music/malendragem/Roy Milton/Dust My Broom/Dust My Broom - Roy Milton - 15 - Early In The Morning.mp3
You Got It|Roy Orbison|Best 80's Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Roy Orbison/Best 80's Album In the World...Ever! (Di/The Best 80's Album In The World...Ever! (Disc 2) - 13 - Roy Orbison - You Got It.mp3
Pueblo Nuevo|Ruban Gonzales|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/Ruban Gonzales/Buena Vista Social Club/Buena Vista Social Club - Pueblo Nuevo.mp3
El cazangero|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 01 El cazangero.mp3
Amor pa' que|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 03 Amor pa' que.mp3
Descarga caliente|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 04Descarga caliente.mp3
Plastico|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 06 Plastico.mp3
No hay chance|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 08 No hay chance.mp3
Ya no te puedo quere|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 11 Ya no te puedo quere.mp3
La palabra adios|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 12 La palabra adios.mp3
Y deja|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 13 Y deja.mp3
Salsa suite|Ruben Blades|Salsa Caliente De Nu York|Other|/mnt/PiNAS/music/malendragem/Ruben Blades/Salsa Caliente De Nu York/Ruben Blades - 14 Salsa suite.mp3
It's Like That|Run Dmc (Feat. Jason Nevins)|Drop Dead Gorgeous 2|Pop|/mnt/PiNAS/music/malendragem/Run Dmc (Feat. Jason Nevins)/Drop Dead Gorgeous 2/Drop Dead Gorgeous 2 - RUN DMC (Feat. Jason Nevins) - 11 - It's Like That.mp3
Its Like That|Run Dmc (Feat. Jason Nevins)|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/Run Dmc (Feat. Jason Nevins)/Friday Night Fever/Friday Night Fever - Its Like That.mp3
Ire Feeling|Rupie Edwards|This Is Ska [The Famous and Th|Other|/mnt/PiNAS/music/malendragem/Rupie Edwards/This Is Ska [The Famous and The Infamous/This Is Ska [The Famous and the Infamous] - Ire Feeling.mp3
Buena Vista Social Club|Ry Cooder|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/Ry Cooder/Buena Vista Social Club/Buena Vista Social Club - Buena Vista Social Club 1.mp3
El Cuarto de Tula|Ry Cooder|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/Ry Cooder/Buena Vista Social Club/Buena Vista Social Club - El Cuarto de Tula 1.mp3
Ai Du|Ry Cooder and Ali Farka Toure |Natural Blues II|Blues|/mnt/PiNAS/music/malendragem/Ry Cooder and Ali Farka Toure With Clare/Natural Blues II/Natural Blues II - Ry Cooder And Ali Farka Toure With Clarence Gatemouth Brown - 11 - Ai Du.mp3
Smokebelch II [Beatless Mix]|Sabres of Paradise, The|Cafe Del Mar|Other|/mnt/PiNAS/music/malendragem/Sabres of Paradise, The/Cafe Del Mar/Cafe Del Mar - The Sabres Of Paradise - 03 - Smokebelch II [Beatless Mix].mp3
Whap Dem|Sad Sack|Jet Star Reggae Hits 16|Reggae|/mnt/PiNAS/music/malendragem/Sad Sack/Jet Star Reggae Hits 16/Jet Star Reggae Hits 16 - Sad Sack - 09 - Whap Dem.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Salif Keita/Moffou/Moffou - Salif Keita - 05 - Souvent.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Salif Keita/Moffou/Moffou - Salif Keita - 06 - Moussoldu.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Salif Keita/Moffou/Moffou - Salif Keita - 09 - Koukou.mp3
Always|Saliva|Now That's What I Call Music! |AlternRock|/mnt/PiNAS/music/malendragem/Saliva/Now That's What I Call Music! Volume 12/Now That's What I Call Music! Volume 12 - 19 - Saliva - Always.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Salsa Celtica (Scottland)/Salsa Around the World/Salsa Around the World - Salsa Celtica (Scottland) - 01 - El Sol de la Noche.mp3
Club Lonely|Sam Ellis|Cream Live Graeme Park and Pet|Dance|/mnt/PiNAS/music/malendragem/Sam Ellis/Cream Live Graeme Park and Pete Tong/Cream Live Graeme Park & Pete Tong - Sam Ellis - 01 - Club Lonely.mp3
Gotta Tell You|Samantha Mumba|Now That's What I Call Music! |Rock|/mnt/PiNAS/music/malendragem/Samantha Mumba/Now That's What I Call Music! Volume 6/Now That's What I Call Music! Volume 6 - 02 - Samantha Mumba - Gotta Tell You.mp3
What Kind Of Fool Am I|Sammy Davis, Jr.|Frank Sinatra, Dean Martin and|Easy Listening|/mnt/PiNAS/music/malendragem/Sammy Davis, Jr_/Frank Sinatra, Dean Martin and Sammy Dav/frank sinatra - what kind of fool am i.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sammy Hagar/Footloose (OST)/Footloose (OST) - Sammy Hagar - 08 - The Girl Gets Around.mp3
Rosemarie|Sanchez|Jet Star Reggae Hits 12|Reggae|/mnt/PiNAS/music/malendragem/Sanchez/Jet Star Reggae Hits 12/Jet Star Reggae Hits 12 - Sanchez - 11 - Rosemarie.mp3
Fallen|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 01 - Fallen.mp3
World On Fire|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 02 - World On Fire.mp3
Stupid|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 03 - Stupid.mp3
Drifting|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 04 - Drifting.mp3
Train Wreck|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 05 - Train Wreck.mp3
Push|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 06 - Push.mp3
Answer|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 07 - Answer.mp3
Time|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 08 - Time.mp3
Perfect Girl|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 09 - Perfect Girl.mp3
Dirty Little Secret|Sarah Mclachlan|Afterglow|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Afterglow/Sarah McLachlan - Afterglow - 10 - Dirty Little Secret.mp3
Ol'55|Sarah Mclachlan|Freedom Sessions, The|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Freedom Sessions, The/Sarah McLachlan - The Freedom Sessions - 09 - Ol'55.mp3
Wait|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 02 - Wait.mp3
Plenty|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 03 - Plenty.mp3
Mary|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 05 - Mary.mp3
Elsewhere|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 06 - Elsewhere.mp3
Circle|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 07 - Circle.mp3
Ice|Sarah Mclachlan|Fumbling Towards Ecstasy|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Fumbling Towards Ecstasy/Sarah McLachlan - Fumbling Towards Ecstasy - 08 - Ice.mp3
Sad Clown (CBC Session)|Sarah Mclachlan|Into the Fire (Single)|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Into the Fire (Single)/Sarah McLachlan - Into The Fire (Single) - 02 - Sad Clown (CBC Session).mp3
Black (CBC Session)|Sarah Mclachlan|Into the Fire (Single)|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Into the Fire (Single)/Sarah McLachlan - Into The Fire (Single) - 03 - Black (CBC Session).mp3
Hold On|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 02 - Hold On.mp3
Good Enough|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 03 - Good Enough.mp3
I Will Remember You|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 04 - I Will Remember You.mp3
Fear|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 09 - Fear.mp3
Possession|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 10 - Possession.mp3
Ice Cream|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 12 - Ice Cream.mp3
Fumbling Towards Ecstasy|Sarah Mclachlan|Mirrorball|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Mirrorball/Sarah McLachlan - Mirrorball - 13 - Fumbling Towards Ecstasy.mp3
Drawn To The Rhythm|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 01 - Drawn To The Rhythm.mp3
Into The Fire|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 02 - Into The Fire.mp3
The Path Of Thorns (Terms)|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 03 - The Path Of Thorns (Terms).mp3
I Will Not Forget You|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 04 - I Will Not Forget You.mp3
Lost|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 05 - Lost.mp3
Back Door Man|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 06 - Back Door Man.mp3
Shelter|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 07 - Shelter.mp3
Black|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 08 - Black.mp3
Home|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 09 - Home.mp3
