song|artist|album|genre|filePath
Mercy|Sarah Mclachlan|Solace|Folk|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Solace/Sarah McLachlan - Solace - 10 - Mercy.mp3
Building A Mystery|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 01 - Building A Mystery.mp3
I Love You|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 02 - I Love You.mp3
Sweet Surrender|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 03 - Sweet Surrender.mp3
Adia|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 04 - Adia.mp3
Do What You Have To Do|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 05 - Do What You Have To Do.mp3
Witness|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 06 - Witness.mp3
Angel|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 07 - Angel.mp3
Black And White|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 08 - Black And White.mp3
Full Of Grace|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 09 - Full Of Grace.mp3
Last Dance|Sarah Mclachlan|Surfacing|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Surfacing/Sarah McLachlan - Surfacing - 10 - Last Dance.mp3
Out Of The Shadows|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 01 - Out Of The Shadows.mp3
Vox|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 02 - Vox.mp3
Strange World|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 03 - Strange World.mp3
Trust|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 04 - Trust.mp3
Tough|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 05 - Tough.mp3
Steaming|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 06 - Steaming.mp3
Sad Clown|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 07 - Sad Clown.mp3
Uphill Battle|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 08 - Uphill Battle.mp3
Ben's Song|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 09 - Ben's Song.mp3
Vox (Extended Version)|Sarah Mclachlan|Touch|Rock|/mnt/PiNAS/music/malendragem/Sarah Mclachlan/Touch/Sarah McLachlan - Touch - 10 - Vox (Extended Version).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sarah Slean/Women & Songs 9/Women & Songs 9 - Sarah Slean - 10 - Mary [Improbable Pop Radio Mix] 1.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sarah Slean/Women & Songs 9/Women & Songs 9 - Sarah Slean - 10 - Mary [Improbable Pop Radio Mix].mp3
In The Highways|Sarah, Hannah and Leah Peasall|O Brother, Where Art Thou?|Soundtrack|/mnt/PiNAS/music/malendragem/Sarah, Hannah and Leah Peasall/O Brother, Where Art Thou_/O Brother, Where Art Thou_ - Sarah, Hannah & Leah Peasall - 11 - In The Highways.mp3
La Primavera|Sash|Drop Dead Gorgeous 2|Pop|/mnt/PiNAS/music/malendragem/Sash/Drop Dead Gorgeous 2/Drop Dead Gorgeous 2 - Sash - 13 - La Primavera.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 01 - Song For Life (Lemon Interupt Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 02 - Song For Life (Dub For Life Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 03 - Song For Life (Steppin Razor Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 04 - For What You Dream (Full On Renaissance Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 06 - De Niro (Spaceflight Remix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 07 - State Of Mind (Quite Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 09 - Perfect Motion (Boys Own Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 11 - Keep On Pressin' On (Didn't I Show You Luv Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 13 - House Stompin' (Big Bump Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha & John Digweed/Renaissance_ The Mix Collection - CD1/Renaissance - The Mix Collection - CD1 - 15 - Rennaissance (John Digweeds Full On Mix).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha And John Digweed/Northern Exposure South (Disc 2)/Northern Exposure South (Disc 2) - Sasha And John Digweed - 04 - Wavespeech.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha And John Digweed/Northern Exposure South (Disc 2)/Northern Exposure South (Disc 2) - Sasha And John Digweed - 08 - I Can't Stop.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha And John Digweed/Northern Exposure South (Disc 2)/Northern Exposure South (Disc 2) - Sasha And John Digweed - 09 - Heliopolis.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sasha And John Digweed/Northern Exposure South (Disc 2)/Northern Exposure South (Disc 2) - Sasha And John Digweed - 10 - East.mp3
Hooters|Satellite|Top Gear 2 (Disc 1)|Rock|/mnt/PiNAS/music/malendragem/Satellite/Top Gear 2 (Disc 1)/Top Gear 2 (Disc 1) - 15 - Satellite - Hooters.mp3
Gymnopedie No. 1|Satie|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Satie/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 5) - 13 - Satie - Gymnopedie No. 1.mp3
Pure Gal|Scare Dem Crew|Reggae Gold 1997|Reggae|/mnt/PiNAS/music/malendragem/Scare Dem Crew/Reggae Gold 1997/Scare Dem Crew - Reggae Gold 1997 - Pure Gal.mp3
Theme From Schindler's List|Schindler's List|Classic Soundtracks|Soundtrack|/mnt/PiNAS/music/malendragem/Schindler's List/Classic Soundtracks/Classic Soundtracks - Theme From Schindler's List.mp3
Marche Militaire No. 1|Schubert|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Schubert/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 10) - 04 - Schubert - Marche Militaire No. 1.mp3
Ave Maria|Schubert|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Schubert/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 4) - 12 - Schubert - Ave Maria.mp3
San Fransisco (Be Sure To Wear|Scott Mckenzie|Best Singles of All Time - the|Oldies|/mnt/PiNAS/music/malendragem/Scott Mckenzie/Best Singles of All Time - the Sixties (/The Best Singles Of All Time - The Sixties (Disc 1) - 09 - Scott McKenzie - San Fransisco.mp3
San Francisco (Be Sure To Wear|Scott Mckenzie|Forrest Gump (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Scott Mckenzie/Forrest Gump (Ost)/Forrest Gump (OST) - Scott McKenzie - 03 - San Francisco (Be Sure To Wear Some Flowers In Your Hair).mp3
I Put A Spell On You|Screamin' Jay Hawkins|All Blues|Blues|/mnt/PiNAS/music/malendragem/Screamin' Jay Hawkins/All Blues/All Blues - Screamin' Jay Hawkins - 08 - I Put A Spell On You.mp3
Hey Mr DJ|Screen II|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Screen II/House Collection Club Classics - Mike Co/Screen II - The House Collection Club Classics - Mike Cosford - Hey Mr DJ - 08.mp3
The World Girl|Scritti Politti|Dancing On Sunshine|Other|/mnt/PiNAS/music/malendragem/Scritti Politti/Dancing On Sunshine/Dancing On Sunshine - Scritti Politti - 07 - The World Girl.mp3
Kiss From A Rose|Seal|Batman Forever|Soundtrack|/mnt/PiNAS/music/malendragem/Seal/Batman Forever/Batman Forever - Seal - 04 - Kiss From A Rose.mp3
Gimme The Light|Sean Paul|2004 Grammy Nominees|Pop|/mnt/PiNAS/music/malendragem/Sean Paul/2004 Grammy Nominees/2004 Grammy Nominees - Sean Paul - 16 - Gimme The Light.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Semi Real/Journeys By DJ (Volume 1)/Journeys By DJ (Volume 1) - Semi Real - 08 - People Livin' Today.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Sergent Garcia/Nuevo Latino/Nuevo Latino - Sergent Garcia - 07 - Mi Ultima Voluntad.mp3
Mas Que Nada                  |Sergio Mendes|Blue Brazil|Other|/mnt/PiNAS/music/malendragem/Sergio Mendes/Blue Brazil/Blue Brazil - Sergio Mendes & Brazil 66 -  - Mas Que Nada.mp3
Fleetwood Mac|Seven Wonders|Top Gear 2 (Disc 2)|Rock|/mnt/PiNAS/music/malendragem/Seven Wonders/Top Gear 2 (Disc 2)/Top Gear 2 (Disc 2) - 03 - Seven Wonders - Fleetwood Mac.mp3
Pretty Vacant|Sex Pistols, The|Best Rock Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Sex Pistols, The/Best Rock Album In the World...Ever! II/The Best Rock Album in The World...Ever! II (Disc 2) - 07 - The Sex Pistols - Pretty Vacant.mp3
Bad & Wicked|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Bad & Wicked.mp3
Ca'an Dun|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Ca'an Dun.mp3
Gal Yuh' Good|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Gal Yuh' Good.mp3
Hard And Stiff|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Hard And Stiff.mp3
Just Reality|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Just Reality.mp3
Mr. Loverman (with Chevelle Fr|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Mr. Loverman (with Chevelle Franklin).mp3
Pirates Anthem (with Coca Tea |Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Pirates Anthem (with Coca Tea and Home T).mp3
Raggamuffin|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Raggamuffin.mp3
Wicked in Bed|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Wicked in Bed.mp3
Woodtop|Shabba Ranks|Rough and Ready Volume 1|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/Rough and Ready Volume 1/Shabba Ranks - Woodtop.mp3
5-F Man|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - 5-F Man.mp3
Another one program|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Another one program.mp3
Bedroom bully|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Bedroom bully.mp3
Cocky rim|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Cocky rim.mp3
Muscle grip|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Muscle grip.mp3
Ready-Ready,Goody-Goody|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Ready-Ready,Goody-Goody.mp3
Rude boy|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Rude boy.mp3
Slow and sexy|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Slow and sexy.mp3
Ting-A-Ling|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Ting-A-Ling.mp3
Two breddrens|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Two breddrens.mp3
Whatcha gonna do?|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - What`cha gonna do-.mp3
Will power|Shabba Ranks|X-Tra Naked|Reggae|/mnt/PiNAS/music/malendragem/Shabba Ranks/X-Tra Naked/Shabba Ranks - Will power.mp3
Sound Of Eden|Shades of Rhythm|Cream Live Graeme Park and Pet|Dance|/mnt/PiNAS/music/malendragem/Shades of Rhythm/Cream Live Graeme Park and Pete Tong/Cream Live Graeme Park & Pete Tong - Shades Of Rhythm - 12 - Sound Of Eden.mp3
It Wasn't Me|Shaggy|Now That's What I Call Music! |Rock|/mnt/PiNAS/music/malendragem/Shaggy/Now That's What I Call Music! Volume 6/Now That's What I Call Music! Volume 6 - 07 - Shaggy - It Wasn't Me.mp3
Mooncat|Shaker, The|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Shaker, The/House Collection Club Classics - Mike Co/The Shaker - The House Collection Club Classics - Mike Cosford - Mooncat - 09.mp3
Dia De Enero|Shakira|Fijacion Oral, Vol. 1|Pop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - Dia De Enero - 09.mp3
Dia Especial|Shakira|Fijacion Oral, Vol. 1|Pop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - Dia Especial - 05.mp3
En Tus Pupilas|Shakira|Fijacion Oral, Vol. 1|Pop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - En Tus Pupilas - 01.mp3
Escondite Ingles|Shakira|Fijacion Oral, Vol. 1|Pop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - Escondite Ingles - 06.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - La Pared (Version Acustica) - 11.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - La Pared - 02.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - La Tortura (Shaketon Remix) - 12.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Fijacion Oral, Vol. 1/Shakira - Fijacion Oral, Vol. 1 - La Tortura - 03.mp3
How Do You Do|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 01 - How Do You Do.mp3
Don't Bother|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 02 - Don't Bother.mp3
Illegal (feat. Carlos Santana)|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 03 - Illegal (Featuring Carlos Santana).mp3
The Day and The Time (feat. Gu|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 04 - The Day And The Time (Featuring Gustavo Cerat.mp3
Animal City|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 05 - Animal City.mp3
Dreams For Plans|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 06 - Dreams For Plans.mp3
Hey You|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 07 - Hey You.mp3
Your Embrace|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 08 - Your Embrace.mp3
Costume Makes The Clown|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 09 - Costume Makes The Clown.mp3
Something|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 10 - Something.mp3
Timoe|Shakira|Oral Fixation Vol.2|Pop|/mnt/PiNAS/music/malendragem/Shakira/Oral Fixation Vol.2/Shakira - 11 - Timor.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Pies Descalzos/Shakira - Pies Descalzos - Se Quiere, Se Mata - 11.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shakira/Pies Descalzos/Shakira - Pies Descalzos - Un Poco De Amor - 03.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shawn Christopher/Renaissance The Mix Collection (CD 3)/Renaissance The Mix Collection CD3 - Shawn Christopher - 06 - Another Sleepless Night.mp3
Never Saw Blue Like That|Shawn Colvin|Songs From Dawson's Creek - ..|Soundtrack|/mnt/PiNAS/music/malendragem/Shawn Colvin/Songs From Dawson's Creek - Volume 2/Songs From Dawson's Creek - Volume 2 - 08 - Shawn Colvin - Never Saw Blue Like That.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shaye/Women & Songs 9/Women & Songs 9 - Shaye - 08 - Happy Baby 1.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shaye/Women & Songs 9/Women & Songs 9 - Shaye - 08 - Happy Baby.mp3
The Purple People Eater|Sheb Wooley|Best Singles of All Time - the|Other|/mnt/PiNAS/music/malendragem/Sheb Wooley/Best Singles of All Time - the Sixties (/The Best Singles Of All Time - The Sixties (Disc 2) - 10 - Sheb Wooley - The Purple People Eater.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Shenley Dufus/Reggae Steady Ska (Disk 3)/Reggae Steady Ska (Disk 3) - Shenley Dufus - 06 - Rukumbine.mp3
My Favourite Mistake|Sheryl Crowe|100% Hits - the Best of 1999 (|Rock|/mnt/PiNAS/music/malendragem/Sheryl Crowe/100% Hits - the Best of 1999 (Disc 1)/100% Hits - The Best of 1999 (Disc 1) - 13 - Sheryl Crowe - My Favourite Mistake.mp3
Will You Still Love Me Tomorro|Shirelles, The|Best Singles of All Time - the|Other|/mnt/PiNAS/music/malendragem/Shirelles, The/Best Singles of All Time - the Sixties (/The Best Singles Of All Time - The Sixties (Disc 2) - 17 - The Shirelles - Will You Still Love Me Tomorrow.mp3
Finlandia|Sibelius|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Sibelius/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 5) - 11 - Sibelius - Finlandia.mp3
Ando como Hormiguita|Silvio Rodriguez|Rodriguez|Latin|/mnt/PiNAS/music/malendragem/Silvio Rodriguez/Rodriguez/Silvio Rodriguez - Rodriguez - Ando como Hormiguita.mp3
Cancion de Navidad|Silvio Rodriguez|Rodriguez|Latin|/mnt/PiNAS/music/malendragem/Silvio Rodriguez/Rodriguez/Silvio Rodriguez - Rodriguez - Cancion de Navidad.mp3
Casiopea|Silvio Rodriguez|Rodriguez|Latin|/mnt/PiNAS/music/malendragem/Silvio Rodriguez/Rodriguez/Silvio Rodriguez - Rodriguez - Casiopea.mp3
Debo|Silvio Rodriguez|Rodriguez|Latin|/mnt/PiNAS/music/malendragem/Silvio Rodriguez/Rodriguez/Silvio Rodriguez - Rodriguez - Debo.mp3
